GKDD-3601-MONOMER	GKDD-3601		transcriptional activator RfaH	
GKDD-490-MONOMER	GKDD-490		lipoprotein	
GKDD-2276-MONOMER	GKDD-2276		bifunctional cysteine desulfurase/selenocysteine lyase	
GKDD-2595-MONOMER	GKDD-2595		cytochrome c biogenesis protein CcmA	
GKDD-3251-MONOMER	GKDD-3251		guanosine 5'-monophosphate oxidoreductase	
GKDD-111-MONOMER	GKDD-111		50S ribosomal protein L31	
GKDD-3998-MONOMER	GKDD-3998		hypothetical protein	
GKDD-3845-MONOMER	GKDD-3845		iron transport protein	
GKDD-1564-MONOMER	GKDD-1564		hypothetical protein	
GKDD-2215-MONOMER	GKDD-2215		murein peptide amidase A	
GKDD-24-MONOMER	GKDD-24		transposase for the IS1541 insertion element	
GKDD-370-MONOMER	GKDD-370		isovaleryl CoA dehydrogenase	
GKDD-950-MONOMER	GKDD-950		nonribosomal peptide synthetase/polyketide synthase	
GKDD-2481-MONOMER	GKDD-2481		(dimethylallyl)adenosine tRNA methylthiotransferase	
GKDD-273-MONOMER	GKDD-273		hemin transport system permease HmuU	
GKDD-3707-MONOMER	GKDD-3707		peptidyl-prolyl cis-trans isomerase C	
GKDD-1535-MONOMER	GKDD-1535		PTS system glucose-specific transporter subunits IIBC	
GKDD-829-MONOMER	GKDD-829		hypothetical protein	
GKDD-1584-MONOMER	GKDD-1584		Mg(2+) transport ATPase protein B	
GKDD-3993-MONOMER	GKDD-3993		hypothetical protein	
GKDD-1870-MONOMER	GKDD-1870		succinylglutamate desuccinylase	
GKDD-1885-MONOMER	GKDD-1885		glycosyl transferase	
GKDD-263-MONOMER	GKDD-263		type III secretion system protein	
GKDD-258-MONOMER	GKDD-258		type III secretion system apparatus protein	
GKDD-565-MONOMER	GKDD-565		kinase protein	
GKDD-1829-MONOMER	GKDD-1829		fimbrial protein	
GKDD-506-MONOMER	GKDD-506		isopropylmalate isomerase large subunit	
GKDD-1921-MONOMER	GKDD-1921		2-dehydro-3-deoxyphosphooctonate aldolase	
GKDD-609-MONOMER	GKDD-609		hypothetical protein	
GKDD-3641-MONOMER	GKDD-3641		cell division protein FtsX	
GKDD-2021-MONOMER	GKDD-2021		hypothetical protein	
GKDD-1343-MONOMER	GKDD-1343		asparaginyl-tRNA synthetase	
GKDD-4015-MONOMER	GKDD-4015		hypothetical protein	
GKDD-3117-MONOMER	GKDD-3117		30S ribosomal protein S16	
GKDD-1813-MONOMER	GKDD-1813		yersiniabactin siderophore biosynthetic protein	
GKDD-3491-MONOMER	GKDD-3491		insecticidal toxin	
GKDD-2382-MONOMER	GKDD-2382		chemotactic transducer	
GKDD-523-MONOMER	GKDD-523		penicillin-binding protein 3	
GKDD-3971-MONOMER	GKDD-3971		putative lipoprotein	
GKDD-2114-MONOMER	GKDD-2114		lipoprotein	
GKDD-4037-MONOMER	GKDD-4037		hypothetical protein	
GKDD-1285-MONOMER	GKDD-1285		lipoprotein	
GKDD-916-MONOMER	GKDD-916		hypothetical protein	
GKDD-2392-MONOMER	GKDD-2392		acyl-CoA thioester hydrolase	
GKDD-769-MONOMER	GKDD-769		general secretion pathway protein E	
GKDD-2338-MONOMER	GKDD-2338		hypothetical protein	
GKDD-1133-MONOMER	GKDD-1133		ABC transporter ATP-binding protein	
GKDD-245-MONOMER	GKDD-245		hypothetical protein	
GKDD-1102-MONOMER	GKDD-1102		molybdenum cofactor biosynthesis protein MoaC	
GKDD-2504-MONOMER	GKDD-2504		IS1400 transposase A	
GKDD-1901-MONOMER	GKDD-1901		transcriptional activator	
GKDD-728-MONOMER	GKDD-728		hypothetical protein	
GKDD-191-MONOMER	GKDD-191		sulfur relay protein TusC	
GKDD-657-MONOMER	GKDD-657		type II secretion protein	
GKDD-2682-MONOMER	GKDD-2682		phosphate transporter ATP-binding protein	
GKDD-3484-MONOMER	GKDD-3484		rod shape-determining protein MreD	
GKDD-2548-MONOMER	GKDD-2548		hypothetical protein	
GKDD-4063-MONOMER	GKDD-4063		secreted effector protein	
GKDD-2458-MONOMER	GKDD-2458		twin-arginine translocation protein TatA	
GKDD-705-MONOMER	GKDD-705		hypothetical protein	
GKDD-3050-MONOMER	GKDD-3050		carbohydrate-binding protein	
GKDD-3818-MONOMER	GKDD-3818		C4-dicarboxylate transporter DctA	
GKDD-182-MONOMER	GKDD-182		glycosyl transferase	
GKDD-1721-MONOMER	GKDD-1721		flagellar hook protein FlgE	
GKDD-3676-MONOMER	GKDD-3676		lipoprotein	
GKDD-2022-MONOMER	GKDD-2022		phage tail fiber assembly protein	
GKDD-2424-MONOMER	GKDD-2424		hypothetical protein	
GKDD-1107-MONOMER	GKDD-1107		choline dehydrogenase	
GKDD-2514-MONOMER	GKDD-2514		acid shock protein	
GKDD-1942-MONOMER	GKDD-1942		hemolysin	
GKDD-2990-MONOMER	GKDD-2990		hypothetical protein	
GKDD-2883-MONOMER	GKDD-2883		sulfatase modifier protein	
GKDD-1071-MONOMER	GKDD-1071		quinolinate synthetase	
GKDD-3507-MONOMER	GKDD-3507		hypothetical protein	
GKDD-1199-MONOMER	GKDD-1199		hypothetical protein	
GKDD-3311-MONOMER	GKDD-3311		transposase for insertion sequence IS1661	
GKDD-3553-MONOMER	GKDD-3553		endonuclease V	
GKDD-2277-MONOMER	GKDD-2277		cysteine desulfurase	
GKDD-1227-MONOMER	GKDD-1227		ribose 5-phosphate isomerase	
GKDD-2054-MONOMER	GKDD-2054		LysR family transcriptional regulator	
GKDD-4079-MONOMER	GKDD-4079		needle complex export protein	
GKDD-3878-MONOMER	GKDD-3878		hypothetical protein	
GKDD-3375-MONOMER	GKDD-3375		isoprenoid biosynthesis protein with amidotransferase-like domain	
GKDD-2718-MONOMER	GKDD-2718		inosine 5'-monophosphate dehydrogenase	
GKDD-586-MONOMER	GKDD-586		permease	
GKDD-1497-MONOMER	GKDD-1497		sugar transporter	
GKDD-1858-MONOMER	GKDD-1858		N-glycosyltransferase	
GKDD-2802-MONOMER	GKDD-2802		hypothetical protein	
GKDD-2216-MONOMER	GKDD-2216		mandelate racemase	
GKDD-117-MONOMER	GKDD-117		transposase for insertion sequence IS1661	
GKDD-512-MONOMER	GKDD-512		AMP-binding protein	
GKDD-3189-MONOMER	GKDD-3189		sulfate adenylyltransferase subunit 2	
GKDD-3327-MONOMER	GKDD-3327		transcription elongation factor GreA	
GKDD-1477-MONOMER	GKDD-1477		ATP phosphoribosyltransferase	
GKDD-1766-MONOMER	GKDD-1766		hypothetical protein	
GKDD-1428-MONOMER	GKDD-1428		hypothetical protein	
GKDD-539-MONOMER	GKDD-539		nucleoside triphosphate pyrophosphohydrolase	
GKDD-1657-MONOMER	GKDD-1657		AraC family transcriptional regulator	
GKDD-710-MONOMER	GKDD-710		hypothetical protein	
GKDD-2899-MONOMER	GKDD-2899		dihydrodipicolinate synthase	
GKDD-1580-MONOMER	GKDD-1580		cold shock protein	
GKDD-2559-MONOMER	GKDD-2559		hydrolase-oxidase	
GKDD-240-MONOMER	GKDD-240		transferase	
GKDD-1002-MONOMER	GKDD-1002		tRNA(Ile)-lysidine synthetase	
GKDD-2023-MONOMER	GKDD-2023		hypothetical protein	
GKDD-2830-MONOMER	GKDD-2830		cell division protein ZipA	
GKDD-3118-MONOMER	GKDD-3118		signal recognition particle protein	
GKDD-2651-MONOMER	GKDD-2651		autotransporter protein	
GKDD-3344-MONOMER	GKDD-3344		hypothetical protein	
GKDD-4114-MONOMER	GKDD-4114		putative transposase	
GKDD-4085-MONOMER	GKDD-4085		virulence protein	
GKDD-4057-MONOMER	GKDD-4057		hypothetical protein	
GKDD-2115-MONOMER	GKDD-2115		L-ribulose-5-phosphate 4-epimerase	
GKDD-799-MONOMER	GKDD-799		glucosidase	
GKDD-1982-MONOMER	GKDD-1982		transposase/IS protein	
GKDD-2339-MONOMER	GKDD-2339		hypothetical protein	
GKDD-1902-MONOMER	GKDD-1902		hypothetical protein	
GKDD-2930-MONOMER	GKDD-2930		inosine-guanosine kinase	
GKDD-1090-MONOMER	GKDD-1090		phosphotransferase	
GKDD-1010-MONOMER	GKDD-1010		hypothetical protein	
GKDD-3909-MONOMER	GKDD-3909		50S ribosomal protein L34	
GKDD-2630-MONOMER	GKDD-2630		bifunctional folylpolyglutamate synthase/ dihydrofolate synthase	
GKDD-476-MONOMER	GKDD-476		ribosomal large subunit pseudouridine synthase A	
GKDD-1543-MONOMER	GKDD-1543		hypothetical protein	
GKDD-377-MONOMER	GKDD-377		modification methylase	
GKDD-2698-MONOMER	GKDD-2698		multidrug efflux system subunit MdtC	
GKDD-374-MONOMER	GKDD-374		hypothetical protein	
GKDD-1696-MONOMER	GKDD-1696		phosphoribosylglycinamide formyltransferase 2	
GKDD-2739-MONOMER	GKDD-2739		co-chaperone HscB	
GKDD-340-MONOMER	GKDD-340		lipoprotein	
GKDD-3051-MONOMER	GKDD-3051		LysR family transcriptional regulator	
GKDD-743-MONOMER	GKDD-743		dinucleoside polyphosphate hydrolase	
GKDD-1508-MONOMER	GKDD-1508		alpha-galactosidase	
GKDD-2024-MONOMER	GKDD-2024		transposase for the IS285 insertion element	
GKDD-3238-MONOMER	GKDD-3238		bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	
GKDD-1943-MONOMER	GKDD-1943		arginyl-tRNA synthetase	
GKDD-126-MONOMER	GKDD-126		gluconate periplasmic binding protein	
GKDD-1169-MONOMER	GKDD-1169		outer membrane protease	
GKDD-3516-MONOMER	GKDD-3516		transposase for insertion sequence IS1661	
GKDD-2991-MONOMER	GKDD-2991		muropeptide transporter	
GKDD-2884-MONOMER	GKDD-2884		sulfatase	
GKDD-549-MONOMER	GKDD-549		DedA family membrane protein	
GKDD-533-MONOMER	GKDD-533		cell division protein FtsA	
GKDD-388-MONOMER	GKDD-388		PTS system fructose-family transporter subunit IIB	
GKDD-2278-MONOMER	GKDD-2278		cysteine desulfurase	
GKDD-930-MONOMER	GKDD-930		siderophore biosynthesis protein IucB	
GKDD-385-MONOMER	GKDD-385		hypothetical protein	
GKDD-324-MONOMER	GKDD-324		rhamnose-proton symporter	
GKDD-3846-MONOMER	GKDD-3846		iron transport permease	
GKDD-1777-MONOMER	GKDD-1777		attachment invasion locus protein	
GKDD-2217-MONOMER	GKDD-2217		thiol peroxidase	
GKDD-25-MONOMER	GKDD-25		ribosome biogenesis GTP-binding protein YsxC	
GKDD-921-MONOMER	GKDD-921		insertion element protein	
GKDD-830-MONOMER	GKDD-830		DNA binding protein	
GKDD-3656-MONOMER	GKDD-3656		sn-glycerol-3-phosphate dehydrogenase subunit A	
GKDD-132-MONOMER	GKDD-132		hypothetical protein	
GKDD-3790-MONOMER	GKDD-3790		sugar transport system permease	
GKDD-154-MONOMER	GKDD-154		tryptophanyl-tRNA synthetase	
GKDD-1830-MONOMER	GKDD-1830		two-component response regulator	
GKDD-55-MONOMER	GKDD-55		50S ribosomal protein L28	
GKDD-4108-MONOMER	GKDD-4108		hypothetical protein	
GKDD-2025-MONOMER	GKDD-2025		hypothetical protein	
GKDD-1344-MONOMER	GKDD-1344		nicotinate phosphoribosyltransferase	
GKDD-3119-MONOMER	GKDD-3119		hypothetical protein	
GKDD-1609-MONOMER	GKDD-1609		hypothetical protein	
GKDD-3359-MONOMER	GKDD-3359		30S ribosomal protein S18	
GKDD-1038-MONOMER	GKDD-1038		DNA-binding prophage protein	
GKDD-3582-MONOMER	GKDD-3582		acetyltransferase	
GKDD-1363-MONOMER	GKDD-1363		hypothetical protein	
GKDD-294-MONOMER	GKDD-294		hypothetical protein	
GKDD-1256-MONOMER	GKDD-1256		DNA-binding transcriptional repressor DeoR	
GKDD-2754-MONOMER	GKDD-2754		nitrogen regulatory protein P-II 1	
GKDD-958-MONOMER	GKDD-958		exonuclease V subunit beta	
GKDD-3972-MONOMER	GKDD-3972		putative transcriptional regulator	
GKDD-2116-MONOMER	GKDD-2116		hypothetical protein	
GKDD-2659-MONOMER	GKDD-2659		aldo/keto reductase	
GKDD-148-MONOMER	GKDD-148		shikimate kinase I	
GKDD-1305-MONOMER	GKDD-1305		thioredoxin reductase	
GKDD-770-MONOMER	GKDD-770		general secretion pathway protein D	
GKDD-2340-MONOMER	GKDD-2340		hypothetical protein	
GKDD-1014-MONOMER	GKDD-1014		DL-methionine transporter ATP-binding protein	
GKDD-692-MONOMER	GKDD-692		flagellar basal body L-ring protein	
GKDD-1903-MONOMER	GKDD-1903		flavodoxin	
GKDD-3520-MONOMER	GKDD-3520		hypothetical protein	
GKDD-4123-MONOMER	GKDD-4123		hypothetical protein	
GKDD-3725-MONOMER	GKDD-3725		dihydroxy-acid dehydratase	
GKDD-936-MONOMER	GKDD-936		transposase for insertion sequence IS1661	
GKDD-2459-MONOMER	GKDD-2459		lipoyl synthase	
GKDD-1396-MONOMER	GKDD-1396		hypothetical protein	
GKDD-1558-MONOMER	GKDD-1558		sensor protein PhoQ	
GKDD-1320-MONOMER	GKDD-1320		phosphoserine aminotransferase	
GKDD-862-MONOMER	GKDD-862		chromosome replication initiation inhibitor protein	
GKDD-1143-MONOMER	GKDD-1143		hypothetical protein	
GKDD-3386-MONOMER	GKDD-3386		cytochrome d ubiquinol oxidase subunit III	
GKDD-3052-MONOMER	GKDD-3052		aminoacyl-histidine dipeptidase	
GKDD-997-MONOMER	GKDD-997		lipid-A-disaccharide synthase	
GKDD-1592-MONOMER	GKDD-1592		hypothetical protein	
GKDD-2026-MONOMER	GKDD-2026		aminotransferase	
GKDD-1944-MONOMER	GKDD-1944		hypothetical protein	
GKDD-2992-MONOMER	GKDD-2992		hypothetical protein	
GKDD-2885-MONOMER	GKDD-2885		ABC transporter ATP-binding protein	
GKDD-1200-MONOMER	GKDD-1200		hypothetical protein	
GKDD-1662-MONOMER	GKDD-1662		hypothetical protein	
GKDD-3416-MONOMER	GKDD-3416		hypothetical protein	
GKDD-2279-MONOMER	GKDD-2279		cysteine desulfurase	
GKDD-2056-MONOMER	GKDD-2056		transposase for the IS285 insertion element	
GKDD-952-MONOMER	GKDD-952		transposase/IS protein	
GKDD-3879-MONOMER	GKDD-3879		hypothetical protein	
GKDD-2719-MONOMER	GKDD-2719		exodeoxyribonuclease VII large subunit	
GKDD-2494-MONOMER	GKDD-2494		PTS system N-acetylglucosamine-specific transporter subunit IIABC	
GKDD-85-MONOMER	GKDD-85		membrane transport protein	
GKDD-1587-MONOMER	GKDD-1587		flagellar motor protein MotA	
GKDD-3635-MONOMER	GKDD-3635		leucine/isoleucine/valine transporter permease	
GKDD-1859-MONOMER	GKDD-1859		hemin storage system protein	
GKDD-2635-MONOMER	GKDD-2635		histidine-binding periplasmic protein	
GKDD-2218-MONOMER	GKDD-2218		transposase for the IS1541 insertion element	
GKDD-419-MONOMER	GKDD-419		deoxyribose-phosphate aldolase	
GKDD-3501-MONOMER	GKDD-3501		p-hydroxybenzoic acid efflux subunit AaeA	
GKDD-891-MONOMER	GKDD-891		coproporphyrinogen III oxidase	
GKDD-2566-MONOMER	GKDD-2566		autonomous glycyl radical cofactor GrcA	
GKDD-1746-MONOMER	GKDD-1746		flagellar biosynthesis chaperone	
GKDD-1429-MONOMER	GKDD-1429		hypothetical protein	
GKDD-2675-MONOMER	GKDD-2675		hypothetical protein	
GKDD-457-MONOMER	GKDD-457		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	
GKDD-2085-MONOMER	GKDD-2085		outer membrane protein W	
GKDD-2027-MONOMER	GKDD-2027		hypothetical protein	
GKDD-2831-MONOMER	GKDD-2831		sulfate transport protein CysZ	
GKDD-3120-MONOMER	GKDD-3120		hypothetical protein	
GKDD-621-MONOMER	GKDD-621		hypothetical protein	
GKDD-99-MONOMER	GKDD-99		transposase for insertion sequence IS100	
GKDD-309-MONOMER	GKDD-309		quinone oxidoreductase, NADPH-dependent	
GKDD-1271-MONOMER	GKDD-1271		transposase for insertion sequence IS100	
GKDD-4096-MONOMER	GKDD-4096		putative transposase	
GKDD-3478-MONOMER	GKDD-3478		sulfite oxidase subunit YedZ	
GKDD-1055-MONOMER	GKDD-1055		2-oxoglutarate dehydrogenase E1	
GKDD-2117-MONOMER	GKDD-2117		fructose-6-phosphate aldolase	
GKDD-800-MONOMER	GKDD-800		lac repressor	
GKDD-1983-MONOMER	GKDD-1983		phage excisionase	
GKDD-1645-MONOMER	GKDD-1645		2-deoxy-D-gluconate 3-dehydrogenase	
GKDD-2341-MONOMER	GKDD-2341		hypothetical protein	
GKDD-3331-MONOMER	GKDD-3331		GTPase ObgE	
GKDD-3277-MONOMER	GKDD-3277		PhnG protein	
GKDD-3504-MONOMER	GKDD-3504		ribonuclease inhibitor	
GKDD-2914-MONOMER	GKDD-2914		phosphoribosylaminoimidazole carboxylase ATPase subunit	
GKDD-1904-MONOMER	GKDD-1904		hypothetical protein	
GKDD-2931-MONOMER	GKDD-2931		ferric enterobactin transport protein FepE	
GKDD-432-MONOMER	GKDD-432		lytic murein transglycosylase	
GKDD-903-MONOMER	GKDD-903		sugar ABC transporter substrate-binding protein	
GKDD-3910-MONOMER	GKDD-3910		ribonuclease P	
GKDD-3165-MONOMER	GKDD-3165		cytochrome C peroxidase	
GKDD-3200-MONOMER	GKDD-3200		phosphopyruvate hydratase	
GKDD-1453-MONOMER	GKDD-1453		deoxycytidine triphosphate deaminase	
GKDD-3700-MONOMER	GKDD-3700		lipopolysaccharide biosynthesis protein WzzE	
GKDD-2699-MONOMER	GKDD-2699		multidrug efflux system protein MdtE	
GKDD-1697-MONOMER	GKDD-1697		ATP-dependent RNA helicase DbpA	
GKDD-3053-MONOMER	GKDD-3053		DNA polymerase IV	
GKDD-1487-MONOMER	GKDD-1487		hypothetical protein	
GKDD-2028-MONOMER	GKDD-2028		hypothetical protein	
GKDD-3297-MONOMER	GKDD-3297		lipid carrier protein	
GKDD-1170-MONOMER	GKDD-1170		stress response protein	
GKDD-1945-MONOMER	GKDD-1945		copper homeostasis protein CutC	
GKDD-2993-MONOMER	GKDD-2993		cytochrome o ubiquinol oxidase subunit II	
GKDD-2886-MONOMER	GKDD-2886		binding protein-dependent transporter inner membrane protein	
GKDD-3938-MONOMER	GKDD-3938		putative transposase	
GKDD-1213-MONOMER	GKDD-1213		hypothetical protein	
GKDD-1043-MONOMER	GKDD-1043		SsrA-binding protein	
GKDD-2280-MONOMER	GKDD-2280		iron-sulfur cluster assembly scaffold protein	
GKDD-3847-MONOMER	GKDD-3847		iron transport permease	
GKDD-2596-MONOMER	GKDD-2596		heme exporter protein B	
GKDD-3252-MONOMER	GKDD-3252		dephospho-CoA kinase	
GKDD-3182-MONOMER	GKDD-3182		tRNA pseudouridine synthase D	
GKDD-2219-MONOMER	GKDD-2219		DNA-binding transcriptional regulator TyrR	
GKDD-26-MONOMER	GKDD-26		hypothetical protein	
GKDD-1470-MONOMER	GKDD-1470		bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase	
GKDD-636-MONOMER	GKDD-636		esterase	
GKDD-196-MONOMER	GKDD-196		elongation factor Tu	
GKDD-831-MONOMER	GKDD-831		hypothetical protein	
GKDD-208-MONOMER	GKDD-208		50S ribosomal protein L16	
GKDD-1871-MONOMER	GKDD-1871		transposase for insertion sequence IS100	
GKDD-2620-MONOMER	GKDD-2620		mannose-resistant fimbrial protein	
GKDD-579-MONOMER	GKDD-579		hypothetical protein	
GKDD-1831-MONOMER	GKDD-1831		4-hydroxybutyrate CoA-transferase	
GKDD-483-MONOMER	GKDD-483		hypothetical protein	
GKDD-1922-MONOMER	GKDD-1922		transposase for the IS1541 insertion element	
GKDD-1756-MONOMER	GKDD-1756		flagellar biosynthesis protein FliT	
GKDD-573-MONOMER	GKDD-573		hypothetical protein	
GKDD-1739-MONOMER	GKDD-1739		flagellar biosynthesis protein FliQ	
GKDD-1345-MONOMER	GKDD-1345		aminopeptidase	
GKDD-3121-MONOMER	GKDD-3121		transposase for the IS1541 insertion element	
GKDD-3054-MONOMER	GKDD-3054		hypothetical protein	
GKDD-2407-MONOMER	GKDD-2407		hypothetical protein	
GKDD-441-MONOMER	GKDD-441		threonine synthase	
GKDD-2383-MONOMER	GKDD-2383		transposase for insertion sequence IS100	
GKDD-1914-MONOMER	GKDD-1914		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	
GKDD-204-MONOMER	GKDD-204		50S ribosomal protein L2	
GKDD-2281-MONOMER	GKDD-2281		hypothetical protein	
GKDD-771-MONOMER	GKDD-771		general secretion pathway protein C	
GKDD-3880-MONOMER	GKDD-3880		hypothetical protein	
GKDD-3973-MONOMER	GKDD-3973		hypothetical protein	
GKDD-2118-MONOMER	GKDD-2118		hypothetical protein	
GKDD-3943-MONOMER	GKDD-3943		host specificity protein J	
GKDD-2342-MONOMER	GKDD-2342		hypothetical protein	
GKDD-3287-MONOMER	GKDD-3287		hypothetical protein	
GKDD-2505-MONOMER	GKDD-2505		transposase/IS protein	
GKDD-1905-MONOMER	GKDD-1905		hypothetical protein	
GKDD-3775-MONOMER	GKDD-3775		hypothetical protein	
GKDD-3453-MONOMER	GKDD-3453		phosphosugar isomerase/binding protein	
GKDD-469-MONOMER	GKDD-469		diadenosine tetraphosphatase	
GKDD-654-MONOMER	GKDD-654		hypothetical protein	
GKDD-3270-MONOMER	GKDD-3270		transporter, permease	
GKDD-2530-MONOMER	GKDD-2530		urease accessory protein	
GKDD-203-MONOMER	GKDD-203		50S ribosomal protein L23	
GKDD-2460-MONOMER	GKDD-2460		lipoate-protein ligase B	
GKDD-801-MONOMER	GKDD-801		maltoporin	
GKDD-2709-MONOMER	GKDD-2709		transposase for the IS285 insertion element	
GKDD-3819-MONOMER	GKDD-3819		hypothetical protein	
GKDD-3621-MONOMER	GKDD-3621		cytoplasmic glycerophosphodiester phosphodiesterase	
GKDD-1722-MONOMER	GKDD-1722		flagellar basal body rod protein FlgF	
GKDD-2768-MONOMER	GKDD-2768		transposase for the IS1541 insertion element	
GKDD-3759-MONOMER	GKDD-3759		N-acetyl-gamma-glutamyl-phosphate reductase	
GKDD-3055-MONOMER	GKDD-3055		hypothetical protein	
GKDD-1060-MONOMER	GKDD-1060		cytochrome D ubiquinol oxidase subunit II	
GKDD-2994-MONOMER	GKDD-2994		cytochrome O ubiquinol oxidase subunit I	
GKDD-1946-MONOMER	GKDD-1946		hypothetical protein	
GKDD-3406-MONOMER	GKDD-3406		hypothetical protein	
GKDD-494-MONOMER	GKDD-494		hypothetical protein	
GKDD-2282-MONOMER	GKDD-2282		hypothetical protein	
GKDD-2057-MONOMER	GKDD-2057		formyltetrahydrofolate deformylase	
GKDD-3376-MONOMER	GKDD-3376		aerobic respiration control sensor protein ArcB	
GKDD-2720-MONOMER	GKDD-2720		hypothetical protein	
GKDD-4002-MONOMER	GKDD-4002		hypothetical protein	
GKDD-1498-MONOMER	GKDD-1498		polysaccharide deacetylase	
GKDD-2803-MONOMER	GKDD-2803		(Fe-S)-binding protein	
GKDD-2220-MONOMER	GKDD-2220		hypothetical protein	
GKDD-3360-MONOMER	GKDD-3360		primosomal replication protein N	
GKDD-1767-MONOMER	GKDD-1767		hypothetical protein	
GKDD-1430-MONOMER	GKDD-1430		esterase	
GKDD-1634-MONOMER	GKDD-1634		oligogalacturonate lyase	
GKDD-2900-MONOMER	GKDD-2900		glycine cleavage system transcriptional repressor	
GKDD-1581-MONOMER	GKDD-1581		hypothetical protein	
GKDD-2560-MONOMER	GKDD-2560		hypothetical protein	
GKDD-3931-MONOMER	GKDD-3931		ATP synthase F0F1 subunit delta	
GKDD-175-MONOMER	GKDD-175		hydrolase	
GKDD-2086-MONOMER	GKDD-2086		lipoprotein	
GKDD-2608-MONOMER	GKDD-2608		multifunctional fatty acid oxidation complex subunit alpha	
GKDD-686-MONOMER	GKDD-686		flagellar basal body rod protein FlgC	
GKDD-2832-MONOMER	GKDD-2832		cysteine synthase A	
GKDD-3345-MONOMER	GKDD-3345		hypothetical protein	
GKDD-3122-MONOMER	GKDD-3122		S-ribosylhomocysteinase	
GKDD-3056-MONOMER	GKDD-3056		thiamine biosynthesis lipoprotein	
GKDD-3749-MONOMER	GKDD-3749		DNA-binding transcriptional regulator OxyR	
GKDD-1602-MONOMER	GKDD-1602		chemotaxis regulator CheZ	
GKDD-3772-MONOMER	GKDD-3772		invasin	
GKDD-2705-MONOMER	GKDD-2705		hypothetical protein	
GKDD-517-MONOMER	GKDD-517		hypothetical protein	
GKDD-3766-MONOMER	GKDD-3766		glycogen phosphorylase	
GKDD-3811-MONOMER	GKDD-3811		hypothetical protein	
GKDD-2283-MONOMER	GKDD-2283		hypothetical protein	
GKDD-4058-MONOMER	GKDD-4058		hypothetical protein	
GKDD-3881-MONOMER	GKDD-3881		mannitol repressor protein	
GKDD-213-MONOMER	GKDD-213		50S ribosomal protein L5	
GKDD-2119-MONOMER	GKDD-2119		carbon starvation protein A	
GKDD-1984-MONOMER	GKDD-1984		methyltransferase	
GKDD-3431-MONOMER	GKDD-3431		hypothetical protein	
GKDD-2400-MONOMER	GKDD-2400		sugar transporter	
GKDD-2343-MONOMER	GKDD-2343		sugar ABC transporter permease	
GKDD-281-MONOMER	GKDD-281		hypothetical protein	
GKDD-247-MONOMER	GKDD-247		glutamate/aspartate:proton symporter	
GKDD-3321-MONOMER	GKDD-3321		preprotein translocase subunit SecG	
GKDD-1906-MONOMER	GKDD-1906		hypothetical protein	
GKDD-3673-MONOMER	GKDD-3673		site-specific tyrosine recombinase XerC	
GKDD-2932-MONOMER	GKDD-2932		phosphomannomutase	
GKDD-1091-MONOMER	GKDD-1091		6-phosphogluconolactonase	
GKDD-1523-MONOMER	GKDD-1523		glycerol-3-phosphate acyltransferase PlsX	
GKDD-3911-MONOMER	GKDD-3911		inner membrane protein translocase component YidC	
GKDD-310-MONOMER	GKDD-310		replicative DNA helicase	
GKDD-1544-MONOMER	GKDD-1544		NADH dehydrogenase	
GKDD-4067-MONOMER	GKDD-4067		hypothetical protein	
GKDD-2701-MONOMER	GKDD-2701		DNA-binding transcriptional regulator BaeR	
GKDD-802-MONOMER	GKDD-802		PTS system glucose/sucrose specific transporter subunit IIB	
GKDD-525-MONOMER	GKDD-525		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	
GKDD-1698-MONOMER	GKDD-1698		hypothetical protein	
GKDD-2740-MONOMER	GKDD-2740		iron-sulfur cluster assembly protein	
GKDD-1806-MONOMER	GKDD-1806		hypothetical protein	
GKDD-744-MONOMER	GKDD-744		DNA mismatch repair protein	
GKDD-2523-MONOMER	GKDD-2523		transport ATPase	
GKDD-1111-MONOMER	GKDD-1111		DNA-binding transcriptional activator XapR	
GKDD-3239-MONOMER	GKDD-3239		transposase for the IS1541 insertion element	
GKDD-3057-MONOMER	GKDD-3057		Na(+)-translocating NADH-quinone reductase subunit F	
GKDD-234-MONOMER	GKDD-234		peptide deformylase	
GKDD-127-MONOMER	GKDD-127		biotin biosynthesis protein	
GKDD-1171-MONOMER	GKDD-1171		prophage repressor protein	
GKDD-1795-MONOMER	GKDD-1795		hypothetical protein	
GKDD-2995-MONOMER	GKDD-2995		cytochrome o ubiquinol oxidase subunit III	
GKDD-1947-MONOMER	GKDD-1947		hypothetical protein	
GKDD-1125-MONOMER	GKDD-1125		ABC transporter ATP-binding protein	
GKDD-2284-MONOMER	GKDD-2284		phosphoenolpyruvate synthase	
GKDD-2795-MONOMER	GKDD-2795		iron(III)-transport ATP-binding protein	
GKDD-364-MONOMER	GKDD-364		FtsH protease regulator HflC	
GKDD-3848-MONOMER	GKDD-3848		iron ABC transporter ATP-binding protein	
GKDD-931-MONOMER	GKDD-931		siderophore biosynthesis protein IucC	
GKDD-1886-MONOMER	GKDD-1886		hypothetical protein	
GKDD-325-MONOMER	GKDD-325		hypothetical protein	
GKDD-2221-MONOMER	GKDD-2221		hypothetical protein	
